clearing_s,clears,enroute_measures,failures,fallbacks,measurement_s,measures,move_m,movement_s,noise,route_end,scenario,seconds_per_source,seed,source_count,stations,success,switching_s,time_accounting_residual_s,total_time_s,variant,wall_s
58.0,12,,1,0,1300.0,260,23524.04532106821,4704.809064213641,legacy,False,random,573.3462785648763,2007525752,11,21,True,244.0,-1.8189894035458565e-12,6306.809064213639,baseline,3.807136999996146
58.0,12,0,1,0,1310.0,262,21785.544366788927,4357.108873357787,legacy,False,random,542.6462612143441,2007525752,11,21,True,244.0,-1.8189894035458565e-12,5969.108873357785,joint,0.634937800001353
61.0,13,7,2,0,1325.0,265,19970.73164911035,3994.1463298220697,legacy,False,random,511.5587572565517,2007525752,11,21,True,247.0,-9.094947017729282e-13,5627.146329822069,clear_enroute,1.0147238000063226
61.0,13,6,2,0,1320.0,264,19965.362668599977,3993.0725337199965,legacy,False,random,510.91568488363595,2007525752,11,21,True,246.0,-9.094947017729282e-13,5620.072533719996,clear_once,1.0219053999899188
58.0,12,,1,1,1255.0,251,21886.57768647868,4377.315537295736,legacy,False,random,538.3014124814304,2007525753,11,21,True,231.0,-1.8189894035458565e-12,5921.315537295734,baseline,3.832639800006291
61.0,13,0,2,1,1315.0,263,21188.463702226763,4237.692740445354,legacy,False,random,532.6993400404866,2007525753,11,21,True,246.0,-9.094947017729282e-13,5859.692740445353,joint,0.8351645999937318
58.0,12,16,1,0,1560.0,312,21361.507818414535,4272.301563682907,legacy,False,random,562.4819603348099,2007525753,11,21,True,297.0,1.8189894035458565e-12,6187.301563682909,clear_enroute,1.7038071999995736
58.0,12,8,1,0,1465.0,293,21361.507818414535,4272.301563682907,legacy,False,random,552.1183239711735,2007525753,11,21,True,278.0,1.8189894035458565e-12,6073.301563682909,clear_once,1.1915762999997241
69.0,15,,3,1,1255.0,251,24656.470240798226,4931.294048159644,legacy,False,random,540.7745040133036,2007525754,12,21,True,234.0,-9.094947017729282e-13,6489.294048159643,baseline,5.606698300005519
63.0,13,0,1,1,1260.0,252,24336.123384344577,4867.2246768689165,legacy,False,random,535.102056405743,2007525754,12,21,True,231.0,0.0,6421.2246768689165,joint,0.7115149000019301
84.0,20,10,8,2,1270.0,254,21127.731950307287,4225.546390061457,legacy,False,random,484.5455325051214,2007525754,12,21,True,235.0,0.0,5814.546390061457,clear_enroute,1.7238761000044178
84.0,20,8,8,2,1270.0,254,21108.382423458785,4221.676484691755,legacy,False,random,484.2230403909796,2007525754,12,21,True,235.0,0.0,5810.676484691755,clear_once,1.7881816000008257
74.0,16,,3,0,1250.0,250,21387.70881563308,4277.541763126616,legacy,False,random,448.65705870204744,2007525755,13,21,True,231.0,0.0,5832.541763126616,baseline,5.171266299992567
71.0,15,0,2,0,1385.0,277,22061.72505576405,4412.34501115281,legacy,False,random,471.3342316271393,2007525755,13,21,True,259.0,9.094947017729282e-13,6127.345011152811,joint,1.0164854999893578
71.0,15,15,2,1,1450.0,290,21363.612275650885,4272.722455130177,legacy,False,random,466.6709580869367,2007525755,13,21,True,273.0,0.0,6066.722455130177,clear_enroute,2.0311771999986377
71.0,15,10,2,1,1415.0,283,21957.368616722073,4391.473723344414,legacy,False,random,472.49797871880116,2007525755,13,21,True,265.0,9.094947017729282e-13,6142.473723344415,clear_once,1.731388500003959
84.0,18,,3,0,1065.0,213,24001.781273407065,4800.356254681413,legacy,False,random,409.690416978761,2007525756,15,21,True,196.0,1.8189894035458565e-12,6145.356254681415,baseline,5.127587199996924
87.0,19,0,4,0,1135.0,227,22918.067472054474,4583.613494410897,legacy,False,random,400.84089962739307,2007525756,15,21,True,207.0,-9.094947017729282e-13,6012.613494410896,joint,0.8547909000044456
87.0,19,14,4,0,1150.0,230,21623.96760502014,4324.793521004027,legacy,False,random,384.6529014002685,2007525756,15,21,True,208.0,9.094947017729282e-13,5769.793521004028,clear_enroute,1.7523232999956235
93.0,21,9,6,0,1175.0,235,23317.164337212245,4663.432867442449,legacy,False,random,410.16219116282997,2007525756,15,21,True,221.0,9.094947017729282e-13,6152.43286744245,clear_once,1.432258600005298
58.0,12,,1,0,1375.0,275,23335.03596072716,4667.007192145432,legacy,False,random,577.9097447404939,2007525757,11,21,True,257.0,9.094947017729282e-13,6357.007192145433,baseline,2.48088820000703
61.0,13,0,2,0,1395.0,279,22295.897319838863,4459.179463967774,legacy,False,random,561.1072239970704,2007525757,11,21,True,257.0,9.094947017729282e-13,6172.179463967775,joint,0.5572187999932794
61.0,13,10,2,0,1430.0,286,20970.031516483432,4194.0063032966855,legacy,False,random,540.8187548451533,2007525757,11,21,True,264.0,9.094947017729282e-13,5949.006303296686,clear_enroute,1.0353077000036137
58.0,12,7,1,0,1425.0,285,21996.218752329005,4399.2437504658,legacy,False,random,558.4767045877999,2007525757,11,21,True,261.0,-9.094947017729282e-13,6143.243750465799,clear_once,0.9126821000099881
90.0,20,,5,1,1035.0,207,21993.39409990952,4398.678819981904,legacy,False,random,380.7785879987936,2007525758,15,21,True,188.0,9.094947017729282e-13,5711.678819981905,baseline,4.129213299995172
78.0,16,0,1,0,1105.0,221,21970.219460331507,4394.043892066303,legacy,False,random,385.3362594710868,2007525758,15,21,True,203.0,-9.094947017729282e-13,5780.043892066302,joint,0.7352936000097543
87.0,19,17,4,0,1270.0,254,21888.947473262062,4377.789494652414,legacy,False,random,397.785966310161,2007525758,15,21,True,232.0,9.094947017729282e-13,5966.789494652415,clear_enroute,1.6948989999946207
81.0,17,8,2,1,1120.0,224,21746.421778128388,4349.2843556256785,legacy,False,random,383.8856237083786,2007525758,15,21,True,208.0,9.094947017729282e-13,5758.284355625679,clear_once,1.201296100000036
86.0,18,,2,0,925.0,185,20518.329592554954,4103.66591851099,legacy,False,random,330.104119906937,2007525759,16,19,True,167.0,1.8189894035458565e-12,5281.665918510992,baseline,4.217661699993187
89.0,19,0,3,0,950.0,190,20578.501500841896,4115.70030016838,legacy,False,random,333.10626876052385,2007525759,16,19,True,175.0,1.8189894035458565e-12,5329.700300168382,joint,0.6081553999974858
95.0,21,7,5,0,985.0,197,20624.622921085705,4124.924584217142,legacy,False,random,336.74528651357133,2007525759,16,19,True,183.0,-9.094947017729282e-13,5387.924584217141,clear_enroute,0.9663312000047881
98.0,22,6,6,0,990.0,198,20691.404962403223,4138.280992480645,legacy,False,random,338.20506203004027,2007525759,16,19,True,185.0,-9.094947017729282e-13,5411.280992480644,clear_once,0.951359800004866
68.0,14,,1,0,1210.0,242,24019.290005992967,4803.858001198592,legacy,False,random,485.06600009219943,2007525760,13,21,True,224.0,0.0,6305.858001198592,baseline,2.8210945000028005
74.0,16,0,3,0,1265.0,253,22563.95853707026,4512.791707414052,legacy,False,random,468.06090057031156,2007525760,13,21,True,233.0,-1.8189894035458565e-12,6084.7917074140505,joint,0.5726067000068724
68.0,14,15,1,0,1335.0,267,23031.246575473084,4606.249315094616,legacy,False,random,481.4037934688165,2007525760,13,21,True,249.0,-9.094947017729282e-13,6258.249315094615,clear_enroute,1.233272700002999
68.0,14,10,1,0,1320.0,264,22293.90833384304,4458.7816667686075,legacy,False,random,468.7524359052775,2007525760,13,21,True,247.0,0.0,6093.7816667686075,clear_once,1.0597974999982398
75.0,17,,5,1,1170.0,234,21405.67751846663,4281.135503693328,legacy,False,random,478.4279586411106,2007525761,12,21,True,215.0,-9.094947017729282e-13,5741.135503693327,baseline,3.5805428000021493
78.0,18,0,6,1,1230.0,246,20549.23342630751,4109.846685261503,legacy,False,random,470.32055710512526,2007525761,12,21,True,226.0,0.0,5643.846685261503,joint,0.5189926000020932
72.0,16,10,4,1,1315.0,263,20480.50036195816,4096.100072391631,legacy,False,random,477.00833936596933,2007525761,12,21,True,241.0,9.094947017729282e-13,5724.100072391632,clear_enroute,1.024324699988938
72.0,16,6,4,1,1275.0,255,20480.50036195816,4096.100072391632,legacy,False,random,473.175006032636,2007525761,12,21,True,235.0,0.0,5678.100072391632,clear_once,0.8874032999883639
85.0,19,,5,1,995.0,199,21035.628057729802,4207.12561154596,legacy,False,random,390.5089722532829,2007525762,14,21,True,180.0,0.0,5467.12561154596,baseline,3.780381500007934
79.0,17,0,3,1,1020.0,204,20947.427679304856,4189.48553586097,legacy,False,random,391.17753827578355,2007525762,14,21,True,188.0,-9.094947017729282e-13,5476.485535860969,joint,0.608473900007084
88.0,20,12,6,2,1095.0,219,20514.270611260676,4102.854122252136,legacy,False,random,391.84672301800964,2007525762,14,21,True,200.0,-9.094947017729282e-13,5485.854122252135,clear_enroute,1.3284482999879401
82.0,18,8,4,1,1085.0,217,20455.39222687357,4091.0784453747137,legacy,False,random,389.7198889553368,2007525762,14,21,True,198.0,9.094947017729282e-13,5456.078445374715,clear_once,1.115978300003917
66.0,14,,2,0,1195.0,239,20349.750282613673,4069.950056522735,legacy,False,random,462.6625047102279,2007525763,12,21,True,221.0,-9.094947017729282e-13,5551.9500565227345,baseline,2.564104999997653
69.0,15,0,3,1,1225.0,245,19659.70590923845,3931.9411818476915,legacy,False,random,454.16176515397416,2007525763,12,21,True,224.0,-9.094947017729282e-13,5449.94118184769,joint,0.47874880000017583
66.0,14,9,2,0,1225.0,245,19650.403226264032,3930.0806452528072,legacy,False,random,454.17338710440066,2007525763,12,21,True,229.0,9.094947017729282e-13,5450.080645252808,clear_enroute,0.8279567999998108
66.0,14,7,2,0,1220.0,244,19647.55611246243,3929.511222492487,legacy,False,random,453.6259352077072,2007525763,12,21,True,228.0,-9.094947017729282e-13,5443.511222492486,clear_once,0.7440083999972558
89.0,19,,3,1,1000.0,200,26121.218296640935,5224.243659328187,legacy,False,random,405.89022870801176,2007525764,16,19,True,181.0,9.094947017729282e-13,6494.243659328188,baseline,4.090230100002373
101.0,23,0,7,2,1050.0,210,26074.747062943756,5214.9494125887495,legacy,False,random,409.8718382867969,2007525764,16,19,True,192.0,9.094947017729282e-13,6557.94941258875,joint,0.734051699997508
107.0,25,11,9,2,1065.0,213,24310.18741792965,4862.037483585929,legacy,False,random,389.1273427241206,2007525764,16,18,True,192.0,0.0,6226.037483585929,clear_enroute,2.0289539999939734
89.0,19,7,3,1,1080.0,216,25856.542292119764,5171.308458423952,legacy,False,random,408.83177865149696,2007525764,16,19,True,201.0,-9.094947017729282e-13,6541.308458423951,clear_once,1.7551902999985032
80.0,18,,5,1,1170.0,234,26064.487917404545,5212.897583480908,legacy,False,random,513.6075064216083,2007525765,13,21,True,214.0,0.0,6676.897583480908,baseline,3.6336577000038233
80.0,18,0,5,1,1120.0,224,23667.581398139042,4733.516279627807,legacy,False,random,472.19355997136984,2007525765,13,21,True,205.0,9.094947017729282e-13,6138.516279627808,joint,0.5264397999999346
71.0,15,9,2,0,1180.0,236,20394.257302404247,4078.8514604808506,legacy,False,random,426.91165080621914,2007525765,13,21,True,220.0,-1.8189894035458565e-12,5549.851460480849,clear_enroute,0.8368350999953691
71.0,15,9,2,0,1180.0,236,20394.257302404247,4078.8514604808506,legacy,False,random,426.91165080621914,2007525765,13,21,True,220.0,-1.8189894035458565e-12,5549.851460480849,clear_once,0.8527654000063194
84.0,18,,3,0,990.0,198,23692.744849125003,4738.548969825001,legacy,False,random,399.503264655,2007525766,15,21,True,180.0,-9.094947017729282e-13,5992.548969825,baseline,3.816121399999247
84.0,18,0,3,0,1050.0,210,23133.58316686084,4626.71663337217,legacy,False,random,397.04777555814485,2007525766,15,21,True,195.0,2.7284841053187847e-12,5955.7166333721725,joint,0.8956119999929797
90.0,20,9,5,1,1140.0,228,20865.79660523943,4173.159321047885,legacy,False,random,374.27728806985886,2007525766,15,21,True,211.0,-1.8189894035458565e-12,5614.159321047883,clear_enroute,1.46974919999775
90.0,20,8,5,1,1140.0,228,20866.194165808087,4173.238833161617,legacy,False,random,374.3492555441077,2007525766,15,21,True,212.0,-1.8189894035458565e-12,5615.238833161615,clear_once,1.3338450000010198
84.0,18,,3,0,940.0,188,22455.99958806896,4491.199917613791,legacy,False,random,379.27999450758614,2007525767,15,21,True,174.0,1.8189894035458565e-12,5689.199917613792,baseline,5.25240820000181
81.0,17,0,2,0,1010.0,202,22432.721984619762,4486.544396923951,legacy,False,random,384.0362931282634,2007525767,15,21,True,183.0,0.0,5760.544396923951,joint,0.8127160000003641
87.0,19,14,4,0,1085.0,217,21506.041356750422,4301.208271350085,legacy,False,random,378.28055142333903,2007525767,15,21,True,201.0,9.094947017729282e-13,5674.208271350086,clear_enroute,2.1687347999977646
84.0,18,8,3,0,1060.0,212,22188.69358810028,4437.7387176200555,legacy,False,random,385.18258117467036,2007525767,15,21,True,196.0,0.0,5777.7387176200555,clear_once,1.8253263000078732
96.0,22,,7,1,1035.0,207,23208.89816542778,4641.779633085558,legacy,False,random,397.51864220570394,2007525768,15,21,True,190.0,9.094947017729282e-13,5962.779633085559,baseline,4.968229500009329
120.0,30,0,15,3,1085.0,217,23469.5140070501,4693.902801410021,legacy,False,random,406.5268534273347,2007525768,15,21,True,199.0,-9.094947017729282e-13,6097.90280141002,joint,0.8101959999912651
90.0,20,12,5,1,1145.0,229,22639.116003063624,4527.823200612726,legacy,False,random,398.3882133741817,2007525768,15,21,True,213.0,-9.094947017729282e-13,5975.8232006127255,clear_enroute,1.5639919999957783
87.0,19,8,4,1,1110.0,222,22633.552833618585,4526.710566723719,legacy,False,random,395.4473711149146,2007525768,15,21,True,208.0,-9.094947017729282e-13,5931.710566723718,clear_once,1.3180702999961795
90.0,20,,5,0,1035.0,207,24183.9320612166,4836.786412243321,legacy,False,random,410.05242748288805,2007525769,15,21,True,189.0,0.0,6150.786412243321,baseline,5.476923300011549
90.0,20,0,5,0,1035.0,207,23048.44995696144,4609.689991392288,legacy,False,random,395.0459994261525,2007525769,15,21,True,191.0,-9.094947017729282e-13,5925.689991392287,joint,0.8315186999971047
96.0,22,14,7,0,1275.0,255,25849.304177712933,5169.860835542587,legacy,False,random,451.7907223695056,2007525769,15,21,True,236.0,-2.7284841053187847e-12,6776.860835542584,clear_enroute,1.8141905999946175
96.0,22,11,7,0,1255.0,251,25844.516972332494,5168.9033944665,legacy,False,random,450.26022629776645,2007525769,15,21,True,234.0,-2.7284841053187847e-12,6753.903394466497,clear_once,1.5661209999962011
71.0,17,,7,2,1400.0,280,22633.233939715057,4526.646787943011,legacy,False,random,626.064678794301,2007525770,10,21,True,263.0,-9.094947017729282e-13,6260.64678794301,baseline,3.8363685999938753
59.0,13,0,3,1,1340.0,268,20085.7022480067,4017.1404496013392,legacy,False,random,566.6140449601339,2007525770,10,21,True,250.0,0.0,5666.140449601339,joint,0.5531227999890689
62.0,14,10,4,2,1435.0,287,19813.431063860502,3962.6862127721015,legacy,False,random,572.86862127721,2007525770,10,21,True,269.0,-1.8189894035458565e-12,5728.6862127721,clear_enroute,1.2555014000099618
68.0,16,7,6,2,1435.0,287,19881.48320314742,3976.2966406294845,legacy,False,random,574.9296640629482,2007525770,10,21,True,270.0,-2.7284841053187847e-12,5749.296640629482,clear_once,1.0826998999982607
73.0,17,,6,2,1310.0,262,22232.515288476225,4446.503057695243,legacy,False,random,552.0457325177495,2007525771,11,21,True,243.0,9.094947017729282e-13,6072.503057695244,baseline,4.292461500008358
73.0,17,0,6,2,1320.0,264,22232.487258286023,4446.497451657204,legacy,False,random,553.3179501506551,2007525771,11,21,True,247.0,1.8189894035458565e-12,6086.497451657206,joint,0.6377348999958485
64.0,14,6,3,2,1350.0,270,21916.046438275993,4383.209287655198,legacy,False,random,549.9281170595633,2007525771,11,21,True,252.0,-9.094947017729282e-13,6049.209287655197,clear_enroute,1.0049589999980526
64.0,14,5,3,2,1345.0,269,21914.704510331136,4382.940902066226,legacy,False,random,549.3582638242024,2007525771,11,21,True,251.0,0.0,6042.940902066226,clear_once,1.0040996000025189
72.0,16,,4,1,1190.0,238,21549.20136292032,4309.840272584062,legacy,False,random,482.8200227153386,2007525772,12,21,True,222.0,9.094947017729282e-13,5793.840272584063,baseline,4.454276400007075
63.0,13,0,1,0,1255.0,251,22189.58725395818,4437.917450791635,legacy,False,random,498.9097875659695,2007525772,12,21,True,231.0,-9.094947017729282e-13,5986.917450791634,joint,0.8999819000018761
72.0,16,8,4,1,1285.0,257,21189.301892993208,4237.860378598642,legacy,False,random,485.9883648832201,2007525772,12,21,True,237.0,-9.094947017729282e-13,5831.860378598641,clear_enroute,1.5369007999979658
72.0,16,6,4,1,1255.0,251,21189.301892993208,4237.860378598642,legacy,False,random,482.9883648832201,2007525772,12,21,True,231.0,-9.094947017729282e-13,5795.860378598641,clear_once,1.2944568999955663
87.0,19,,4,1,905.0,181,22532.334093590955,4506.466818718192,legacy,False,random,377.4977879145462,2007525773,15,21,True,164.0,9.094947017729282e-13,5662.466818718193,baseline,4.91494160000002
87.0,19,0,4,1,965.0,193,22369.03963176621,4473.807926353242,legacy,False,random,380.1205284235494,2007525773,15,21,True,176.0,-9.094947017729282e-13,5701.807926353241,joint,1.042788600010681
75.0,15,19,0,0,1135.0,227,22257.15094861717,4451.4301897234345,legacy,False,random,390.8953459815624,2007525773,15,21,True,202.0,1.8189894035458565e-12,5863.430189723436,clear_enroute,2.567028300007223
81.0,17,9,2,2,1035.0,207,22245.264311888866,4449.052862377774,legacy,False,random,383.4701908251849,2007525773,15,21,True,187.0,0.0,5752.052862377774,clear_once,1.958761100002448
97.0,25,,14,3,1580.0,316,23004.22877882623,4600.845755765247,legacy,False,random,597.7132505241134,2007525774,11,21,True,297.0,0.0,6574.845755765247,baseline,2.761083999997936
94.0,24,0,13,3,1605.0,321,24186.317163539545,4837.263432707911,legacy,False,random,621.6603120643554,2007525774,11,21,True,302.0,-2.7284841053187847e-12,6838.263432707909,joint,0.5651413000014145
61.0,13,9,2,1,1440.0,288,21455.1124465042,4291.02248930084,legacy,False,random,551.4565899364399,2007525774,11,21,True,274.0,-9.094947017729282e-13,6066.022489300839,clear_enroute,1.0581276000011712
64.0,14,7,3,1,1440.0,288,21453.026835199416,4290.6053670398815,legacy,False,random,551.6913970036256,2007525774,11,21,True,274.0,0.0,6068.6053670398815,clear_once,0.9516024000040488
60.0,12,,0,0,1270.0,254,25512.906429388913,5102.581285877783,legacy,False,random,555.4651071564818,2007525775,12,21,True,233.0,0.0,6665.581285877783,baseline,4.338718200000585
63.0,13,0,1,0,1260.0,252,21867.292713428298,4373.458542685661,legacy,False,random,494.2882118904717,2007525775,12,21,True,235.0,-9.094947017729282e-13,5931.45854268566,joint,0.710481299989624
63.0,13,9,1,0,1305.0,261,20679.109938775702,4135.82198775514,legacy,False,random,478.7351656462616,2007525775,12,21,True,241.0,-9.094947017729282e-13,5744.821987755139,clear_enroute,1.2519075000018347
63.0,13,5,1,0,1275.0,255,20566.990291397327,4113.398058279466,legacy,False,random,474.11650485662204,2007525775,12,21,True,238.0,-9.094947017729282e-13,5689.398058279465,clear_once,1.0056980999943335
89.0,23,,13,4,1460.0,292,21946.4241305521,4389.28482611042,legacy,False,random,621.4284826110419,2007525776,10,21,True,276.0,-9.094947017729282e-13,6214.284826110419,baseline,3.754523600000539
83.0,21,0,11,3,1465.0,293,21792.459894907577,4358.491978981517,legacy,False,random,618.4491978981516,2007525776,10,21,True,278.0,-9.094947017729282e-13,6184.491978981516,joint,0.5046278000081657
62.0,14,8,4,2,1475.0,295,20877.913848701384,4175.582769740278,legacy,False,random,599.1582769740278,2007525776,10,21,True,279.0,0.0,5991.582769740278,clear_enroute,0.8869768000004115
65.0,15,6,5,2,1475.0,295,20904.15412820805,4180.830825641611,legacy,False,random,600.0830825641608,2007525776,10,21,True,280.0,-2.7284841053187847e-12,6000.8308256416085,clear_once,0.92744300000777
65.0,13,,0,0,1205.0,241,25854.28612475931,5170.857224951861,legacy,False,random,512.3736326886047,2007525777,13,21,True,220.0,0.0,6660.857224951861,baseline,4.548220099997707
68.0,14,0,1,0,1255.0,251,25631.78002256335,5126.3560045126715,legacy,False,random,513.9504618855901,2007525777,13,21,True,232.0,0.0,6681.3560045126715,joint,0.8867705000011483
74.0,16,12,3,1,1330.0,266,23343.139460680646,4668.627892136129,legacy,False,random,486.12522247201,2007525777,13,21,True,247.0,9.094947017729282e-13,6319.62789213613,clear_enroute,1.5974500000011176
74.0,16,8,3,1,1315.0,263,25739.881910432632,5147.9763820865255,legacy,False,random,521.6904909297327,2007525777,13,21,True,245.0,0.0,6781.9763820865255,clear_once,1.34773700000369
98.0,22,,6,1,1190.0,238,23683.876905270954,4736.77538105419,legacy,False,random,390.0484613158869,2007525778,16,19,True,216.0,9.094947017729282e-13,6240.775381054191,baseline,3.3807395000039833
110.0,26,0,10,2,1290.0,258,24134.25193057661,4826.850386115321,legacy,False,random,403.92814913220764,2007525778,16,19,True,236.0,9.094947017729282e-13,6462.850386115322,joint,1.0248850000061793
