clearing_s,clears,enroute_measures,failures,fallbacks,measurement_s,measures,move_m,movement_s,noise,route_end,scenario,seconds_per_source,seed,source_count,stations,success,switching_s,time_accounting_residual_s,total_time_s,variant,wall_s
59.0,13,6,3,1,1390.0,278,20881.103709356586,4176.220741871318,seeded,False,random,588.3220741871318,2026098217,10,21,True,258.0,0.0,5883.220741871318,candidate,1.8149018999974942
81.0,17,,2,0,1185.0,237,26122.592864887207,5224.51857297744,seeded,False,random,446.9679048651628,2026098218,15,21,True,214.0,1.8189894035458565e-12,6704.518572977442,baseline,6.589475100001437
84.0,18,11,3,0,1290.0,258,25165.130098822807,5033.026019764561,seeded,False,random,443.20173465097065,2026098218,15,21,True,241.0,-1.8189894035458565e-12,6648.026019764559,candidate,2.161884099987219
63.0,13,,1,0,1310.0,262,27631.53040462608,5526.306080925217,seeded,False,random,595.025506743768,2026098219,12,21,True,241.0,-1.8189894035458565e-12,7140.306080925216,baseline,6.9446617999929
69.0,15,8,3,0,1385.0,277,25061.6828841141,5012.3365768228205,seeded,False,random,560.6113814019017,2026098219,12,21,True,261.0,-9.094947017729282e-13,6727.33657682282,candidate,2.2585734000022057
73.0,15,,1,0,1110.0,222,22117.652460206165,4423.5304920412345,seeded,False,random,414.966463717231,2026098220,14,21,True,203.0,0.0,5809.5304920412345,baseline,9.159914599993499
70.0,14,8,0,0,1205.0,241,22427.776442102808,4485.555288420562,seeded,False,random,427.39680631575436,2026098220,14,21,True,223.0,-9.094947017729282e-13,5983.555288420561,candidate,2.1830574000050547
79.0,17,,3,2,1110.0,222,22361.799575960493,4472.359915192099,seeded,False,random,418.9542796565785,2026098221,14,21,True,204.0,0.0,5865.359915192099,baseline,7.54438890000165
82.0,18,6,4,1,1110.0,222,22383.155888435842,4476.631177687167,seeded,False,random,419.33079840622634,2026098221,14,21,True,202.0,1.8189894035458565e-12,5870.631177687169,candidate,2.2263722000061534
76.0,18,,7,1,1285.0,257,22198.804643766834,4439.760928753366,seeded,False,random,549.069175341215,2026098222,11,21,True,239.0,-9.094947017729282e-13,6039.760928753365,baseline,5.405582500010496
88.0,22,5,11,3,1515.0,303,21288.882710982634,4257.776542196525,seeded,False,random,558.4342311087751,2026098222,11,21,True,282.0,9.094947017729282e-13,6142.776542196526,candidate,1.376082699993276
70.0,16,,5,1,1290.0,258,22139.297036128723,4427.859407225745,seeded,False,random,547.8963097477949,2026098223,11,21,True,239.0,0.0,6026.859407225745,baseline,5.96284910000395
61.0,13,8,2,0,1360.0,272,21408.41509379903,4281.683018759806,seeded,False,random,541.6984562508915,2026098223,11,21,True,256.0,0.0,5958.683018759806,candidate,1.625268200004939
79.0,17,,3,1,1155.0,231,24316.959701716853,4863.391940343371,seeded,False,random,450.8137100245264,2026098224,14,21,True,214.0,-9.094947017729282e-13,6311.39194034337,baseline,4.7838922000082675
70.0,14,7,0,0,1310.0,262,23311.575720639918,4662.315144127982,seeded,False,random,449.1653674377131,2026098224,14,21,True,246.0,9.094947017729282e-13,6288.315144127983,candidate,1.7510202000121353
60.0,12,,0,0,1270.0,254,23647.231770953676,4729.446354190735,seeded,False,random,524.4538628492279,2026098225,12,21,True,234.0,-9.094947017729282e-13,6293.446354190734,baseline,5.820391000001109
69.0,15,8,3,1,1305.0,261,21694.465697199248,4338.8931394398505,seeded,False,random,496.4910949533208,2026098225,12,21,True,245.0,-9.094947017729282e-13,5957.89313943985,candidate,1.5059457999886945
96.0,22,,7,1,900.0,180,21830.42912952693,4366.085825905387,seeded,False,random,368.40572172702576,2026098226,15,21,True,164.0,0.0,5526.085825905387,baseline,10.612614300000132
99.0,23,7,8,3,930.0,186,22014.579996462977,4402.915999292597,seeded,False,random,373.3943999528398,2026098226,15,21,True,169.0,0.0,5600.915999292597,candidate,2.238696600004914
50.0,10,,0,0,1355.0,271,21565.051126234022,4313.010225246805,seeded,False,random,597.1010225246804,2026098227,10,21,True,253.0,-9.094947017729282e-13,5971.010225246804,baseline,4.392921999999089
56.0,12,4,2,1,1380.0,276,19815.373277395454,3963.074655479092,seeded,False,random,565.9074655479092,2026098227,10,21,True,260.0,-9.094947017729282e-13,5659.074655479091,candidate,1.2501776999997674
262.0,78,,64,1,1075.0,215,28939.824426862255,5787.964885372453,seeded,False,random,522.9260632408894,2026098228,14,21,True,196.0,-9.094947017729282e-13,7320.964885372452,baseline,8.388368500003708
100.0,24,8,10,1,1135.0,227,27986.24152781589,5597.24830556318,seeded,False,random,502.9463075402272,2026098228,14,21,True,209.0,9.094947017729282e-13,7041.248305563181,candidate,2.3853323999937857
78.0,16,,1,0,1030.0,206,22029.20085532955,4405.840171065908,seeded,False,random,380.2560114043939,2026098229,15,21,True,190.0,9.094947017729282e-13,5703.840171065909,baseline,7.35208359999524
84.0,18,9,3,0,1105.0,221,20589.71501554897,4117.943003109794,seeded,False,random,367.1962002073195,2026098229,15,21,True,201.0,-9.094947017729282e-13,5507.943003109793,candidate,2.515997900001821
65.0,13,,0,0,1155.0,231,23008.45665955257,4601.691331910515,seeded,False,random,463.9762563008088,2026098230,13,21,True,210.0,-9.094947017729282e-13,6031.691331910514,baseline,6.5248457999987295
68.0,14,7,1,0,1155.0,231,21940.073588405532,4388.014717681106,seeded,False,random,448.07805520623907,2026098230,13,21,True,214.0,1.8189894035458565e-12,5825.014717681108,candidate,1.9010768000007374
59.0,13,,3,0,1440.0,288,21317.245105504902,4263.449021100981,seeded,False,random,603.2449021100981,2026098231,10,21,True,270.0,0.0,6032.449021100981,baseline,4.507903000005172
59.0,13,8,3,1,1490.0,298,20419.45338405196,4083.890676810391,seeded,False,random,591.4890676810392,2026098231,10,21,True,282.0,0.0,5914.890676810392,candidate,1.2459468000015477
102.0,24,,9,1,1020.0,204,25175.058417639393,5035.0116835278795,seeded,False,random,422.8007789018586,2026098232,15,21,True,185.0,0.0,6342.0116835278795,baseline,7.622266200007289
96.0,22,9,7,1,1160.0,232,24879.02584067112,4975.805168134225,seeded,False,random,429.3203445422816,2026098232,15,21,True,208.0,-9.094947017729282e-13,6439.805168134224,candidate,2.200191800002358
75.0,15,,0,0,1110.0,222,30203.331591119466,6040.666318223894,seeded,False,random,495.11108788159294,2026098233,15,21,True,201.0,0.0,7426.666318223894,baseline,5.9527395000041
87.0,19,10,4,1,1265.0,253,23909.912168532355,4781.982433706473,seeded,False,random,424.79882891376485,2026098233,15,21,True,238.0,0.0,6371.982433706473,candidate,1.956178499996895
